GameIndex,AwayTeam,HomeTeam,AwayPlay,HomePlay,PlayStartTime,PlayEndTime,Make,PlayType,ScoreDifference
96,DEN,PHI,0,1,7,6,0,5,-5
96,DEN,PHI,0,1,5,1,1,3,-6
97,BOS,SAS,1,0,172,158,0,2,-2
97,BOS,SAS,0,1,156,141,0,2,2
97,BOS,SAS,1,0,140,139,0,5,-2
97,BOS,SAS,1,0,138,123,0,2,-3
97,BOS,SAS,0,1,122,100,1,3,3
97,BOS,SAS,1,0,100,96,1,3,-6
97,BOS,SAS,0,1,96,85,1,2,3
97,BOS,SAS,0,1,85,75,0,5,5
97,BOS,SAS,0,1,73,61,1,2,3
97,BOS,SAS,1,0,61,54,1,2,-5
97,BOS,SAS,1,0,54,42,0,5,-3
97,BOS,SAS,0,1,42,36,0,5,4
97,BOS,SAS,0,1,36,19,0,2,2
97,BOS,SAS,1,0,19,9,0,3,-2
97,BOS,SAS,1,0,8,8,0,5,-2
97,BOS,SAS,1,0,8,3,1,3,-4
97,BOS,SAS,1,0,3,2,0,5,-1
97,BOS,SAS,1,0,2,2,0,0,-3
98,GSW,TOR,1,0,164,153,1,3,-1
98,GSW,TOR,0,1,153,123,1,2,-2
98,GSW,TOR,1,0,123,112,0,3,0
98,GSW,TOR,0,1,110,90,0,2,0
98,GSW,TOR,1,0,90,85,0,5,0
98,GSW,TOR,1,0,85,69,0,5,2
98,GSW,TOR,0,1,68,59,0,5,-1
98,GSW,TOR,0,1,59,44,1,2,-3
98,GSW,TOR,1,0,44,44,0,5,1
98,GSW,TOR,1,0,44,22,0,2,1
98,GSW,TOR,0,1,21,18,0,5,-1
98,GSW,TOR,0,1,18,11,1,2,-3
98,GSW,TOR,0,1,11,7,0,5,-1
98,GSW,TOR,1,0,7,6,0,5,3
98,GSW,TOR,0,1,6,5,0,5,-1
98,GSW,TOR,0,1,5,3,0,0,-3
99,IND,UTA,1,0,171,148,0,3,3
99,IND,UTA,0,1,147,134,0,2,-3
99,IND,UTA,1,0,134,115,1,2,3
99,IND,UTA,0,1,115,102,0,2,-5
99,IND,UTA,0,1,102,100,0,2,-5
99,IND,UTA,0,1,100,100,1,2,-5
99,IND,UTA,1,0,100,78,1,2,3
99,IND,UTA,1,0,72,65,0,5,5
99,IND,UTA,1,0,65,46,0,2,4
99,IND,UTA,0,1,45,45,0,5,-4
99,IND,UTA,0,1,45,32,0,2,-4
99,IND,UTA,1,0,31,31,0,5,4
99,IND,UTA,1,0,30,27,0,5,3
99,IND,UTA,1,0,27,19,0,3,1
99,IND,UTA,0,1,18,16,0,5,-1
99,IND,UTA,0,1,16,11,1,2,-3
99,IND,UTA,1,0,11,11,0,5,1
99,IND,UTA,1,0,11,1,0,3,0
100,IND,UTA,1,0,177,161,0,3,1
100,IND,UTA,1,0,161,160,0,0,1
100,IND,UTA,0,1,160,157,1,2,-1
100,IND,UTA,1,0,157,139,0,2,-1
100,IND,UTA,1,0,137,137,0,2,-1
100,IND,UTA,1,0,135,135,1,2,-1
100,IND,UTA,1,0,135,116,0,5,1
100,IND,UTA,0,1,116,108,1,2,-1
100,IND,UTA,1,0,108,92,0,3,-1
100,IND,UTA,0,1,91,73,0,2,1
100,IND,UTA,0,1,72,68,0,0,1
100,IND,UTA,1,0,68,62,1,2,-1
100,IND,UTA,0,1,62,50,1,2,-1
100,IND,UTA,1,0,50,50,0,0,-1
100,IND,UTA,0,1,50,17,1,2,1
100,IND,UTA,1,0,17,11,0,3,-3
100,IND,UTA,1,0,6,2,0,3,-3
100,IND,UTA,1,0,1,0,0,3,-3
101,PHX,MEM,1,0,159,151,0,2,-2
101,PHX,MEM,0,1,150,139,1,3,2
101,PHX,MEM,1,0,137,122,0,2,-5
101,PHX,MEM,0,1,120,105,0,2,5
101,PHX,MEM,0,1,102,102,0,2,5
101,PHX,MEM,1,0,100,90,0,5,-5
101,PHX,MEM,1,0,90,77,1,2,-6
101,PHX,MEM,0,1,77,64,0,2,4
101,PHX,MEM,0,1,64,61,0,2,4
101,PHX,MEM,0,1,60,50,0,2,4
101,PHX,MEM,1,0,49,39,0,2,-4
101,PHX,MEM,1,0,38,38,1,2,-4
101,PHX,MEM,0,1,38,14,0,3,2
101,PHX,MEM,0,1,13,13,0,5,2
101,PHX,MEM,1,0,12,12,1,2,-2
101,PHX,MEM,0,1,12,2,0,2,0
101,PHX,MEM,1,0,2,1,0,0,0
101,PHX,MEM,0,1,1,1,1,2,0
101,PHX,MEM,1,0,1,0,0,2,-2
102,SAC,OKC,1,0,166,152,1,2,4
102,SAC,OKC,0,1,152,147,0,0,-6
102,SAC,OKC,1,0,147,142,0,0,6
102,SAC,OKC,0,1,142,132,0,2,-6
102,SAC,OKC,1,0,131,116,0,2,6
102,SAC,OKC,1,0,115,113,0,5,6
102,SAC,OKC,1,0,113,98,0,2,4
102,SAC,OKC,0,1,96,90,0,3,-4
102,SAC,OKC,0,1,88,88,0,2,-4
102,SAC,OKC,0,1,87,87,0,2,-4
102,SAC,OKC,0,1,81,78,1,2,-4
102,SAC,OKC,1,0,78,78,0,5,2
102,SAC,OKC,1,0,77,61,0,2,2
102,SAC,OKC,1,0,60,58,0,5,2
102,SAC,OKC,0,1,58,44,0,5,-1
102,SAC,OKC,0,1,44,23,1,2,-1
102,SAC,OKC,1,0,23,7,0,0,-1
102,SAC,OKC,1,0,5,4,0,5,-1
102,SAC,OKC,1,0,4,2,0,3,-3
103,PHX,CHI,0,1,177,160,0,5,4
103,PHX,CHI,0,1,160,143,1,2,2
103,PHX,CHI,1,0,143,132,1,2,-4
103,PHX,CHI,0,1,132,111,1,3,2
103,PHX,CHI,1,0,107,99,1,3,-5
103,PHX,CHI,0,1,99,81,0,0,2
103,PHX,CHI,1,0,81,77,1,2,-2
103,PHX,CHI,0,1,77,59,0,0,0
103,PHX,CHI,1,0,59,44,0,2,0
103,PHX,CHI,0,1,39,27,0,2,0
103,PHX,CHI,1,0,25,3,0,3,0
103,PHX,CHI,1,0,0,0,1,2,0
104,POR,MIL,0,1,177,158,0,5,-4
104,POR,MIL,0,1,158,138,0,3,-5
104,POR,MIL,1,0,136,122,0,3,5
104,POR,MIL,0,1,120,116,1,3,-5
104,POR,MIL,1,0,116,96,0,3,2
104,POR,MIL,0,1,95,78,0,2,-2
104,POR,MIL,0,1,76,71,0,5,-2
104,POR,MIL,1,0,71,63,0,5,4
104,POR,MIL,1,0,63,47,0,2,2
104,POR,MIL,0,1,45,31,0,5,-2
104,POR,MIL,0,1,31,24,1,2,-4
104,POR,MIL,0,1,23,22,0,5,-2
104,POR,MIL,0,1,22,17,1,3,-4
104,POR,MIL,1,0,15,15,0,0,1
104,POR,MIL,1,0,15,15,0,0,1
104,POR,MIL,0,1,15,6,1,2,1
104,POR,MIL,1,0,5,3,0,2,-1
104,POR,MIL,1,0,1,1,0,5,-1
104,POR,MIL,1,0,0,0,0,3,-2
105,LAC,MIN,0,1,157,148,1,2,-1
105,LAC,MIN,1,0,148,124,0,3,-1
105,LAC,MIN,0,1,123,119,1,2,1
105,LAC,MIN,0,1,119,111,0,5,3
105,LAC,MIN,0,1,111,97,0,2,1
105,LAC,MIN,1,0,96,76,0,2,-1
105,LAC,MIN,0,1,75,60,1,2,1
105,LAC,MIN,1,0,60,52,1,2,-3
105,LAC,MIN,0,1,52,32,0,2,1
105,LAC,MIN,1,0,31,26,1,2,-1
105,LAC,MIN,0,1,26,25,0,0,-1
105,LAC,MIN,0,1,25,22,0,5,-1
105,LAC,MIN,0,1,22,15,0,2,-3
105,LAC,MIN,1,0,13,12,0,5,3
105,LAC,MIN,0,1,12,10,0,5,-1
105,LAC,MIN,1,0,10,10,0,5,3
105,LAC,MIN,0,1,10,9,0,5,-1
105,LAC,MIN,1,0,9,7,0,5,3
105,LAC,MIN,0,1,7,7,0,5,-1
105,LAC,MIN,1,0,7,5,0,5,3
105,LAC,MIN,0,1,5,4,0,5,-1
105,LAC,MIN,0,1,4,2,0,5,-2
106,HOU,BKN,1,0,177,159,1,3,-7
106,HOU,BKN,0,1,159,140,1,2,4
106,HOU,BKN,1,0,140,124,1,2,-6
106,HOU,BKN,0,1,124,124,0,5,4
106,HOU,BKN,0,1,123,111,0,5,4
106,HOU,BKN,0,1,111,111,0,0,4
106,HOU,BKN,1,0,111,94,0,3,-4
106,HOU,BKN,0,1,92,89,1,2,4
106,HOU,BKN,1,0,89,78,1,3,-6
106,HOU,BKN,0,1,78,61,1,2,3
106,HOU,BKN,1,0,61,61,0,5,-5
106,HOU,BKN,0,1,61,42,0,5,6
106,HOU,BKN,0,1,42,38,0,0,4
106,HOU,BKN,0,1,38,36,0,5,4
106,HOU,BKN,0,1,36,11,0,3,3
106,HOU,BKN,1,0,9,8,0,5,-3
106,HOU,BKN,1,0,8,2,0,3,-5
107,POR,CLE,1,0,173,158,0,5,-6
107,POR,CLE,1,0,158,158,0,0,-6
107,POR,CLE,1,0,158,145,0,5,-6
107,POR,CLE,0,1,145,140,0,3,6
107,POR,CLE,1,0,139,129,0,3,-6
107,POR,CLE,0,1,129,129,0,5,6
107,POR,CLE,0,1,128,115,1,3,6
107,POR,CLE,1,0,115,105,1,3,-9
107,POR,CLE,0,1,105,91,0,3,6
107,POR,CLE,1,0,91,82,0,3,-6
107,POR,CLE,0,1,82,63,1,2,6
107,POR,CLE,1,0,63,63,0,5,-8
107,POR,CLE,1,0,63,53,0,3,-9
107,POR,CLE,1,0,53,48,1,3,-9
107,POR,CLE,0,1,48,25,0,2,6
107,POR,CLE,1,0,24,13,0,2,-6
107,POR,CLE,1,0,13,8,0,5,-6
107,POR,CLE,1,0,8,4,1,2,-7
107,POR,CLE,0,1,4,3,0,0,5
107,POR,CLE,1,0,3,3,1,2,-5
107,POR,CLE,1,0,3,2,0,5,-3
107,POR,CLE,1,0,2,0,0,3,-5
108,CHI,BOS,1,0,180,172,0,5,-3
108,CHI,BOS,1,0,172,158,0,3,-5
108,CHI,BOS,0,1,157,143,1,2,5
108,CHI,BOS,1,0,143,143,0,5,-7
108,CHI,BOS,1,0,143,131,1,2,-8
108,CHI,BOS,1,0,131,112,0,5,-6
108,CHI,BOS,1,0,112,107,0,0,-8
108,CHI,BOS,0,1,107,86,0,0,8
108,CHI,BOS,0,1,86,78,0,5,8
108,CHI,BOS,0,1,74,60,1,2,7
108,CHI,BOS,1,0,60,51,1,2,-9
108,CHI,BOS,0,1,51,51,0,5,7
108,CHI,BOS,0,1,40,39,0,0,6
108,CHI,BOS,0,1,39,33,0,5,6
108,CHI,BOS,1,0,33,29,0,5,-4
108,CHI,BOS,1,0,29,21,0,3,-6
108,CHI,BOS,1,0,19,19,0,5,-6
108,CHI,BOS,0,1,19,16,0,5,7
108,CHI,BOS,1,0,16,14,0,5,-5
108,CHI,BOS,1,0,14,7,0,3,-7
108,CHI,BOS,1,0,6,4,1,2,-7
109,ATL,DAL,1,0,173,173,1,2,-4
109,ATL,DAL,0,1,173,153,0,3,2
109,ATL,DAL,1,0,152,140,1,3,-2
109,ATL,DAL,1,0,138,126,0,5,1
109,ATL,DAL,0,1,126,113,0,2,-1
109,ATL,DAL,1,0,112,101,1,2,1
109,ATL,DAL,0,1,101,83,0,3,-3
109,ATL,DAL,1,0,81,69,0,3,3
109,ATL,DAL,0,1,68,61,0,3,-3
109,ATL,DAL,1,0,60,39,0,2,3
109,ATL,DAL,1,0,37,30,0,5,3
109,ATL,DAL,0,1,30,11,0,5,-1
109,ATL,DAL,0,1,11,1,0,3,-3
110,MEM,DET,1,0,173,172,0,0,-2
110,MEM,DET,0,1,172,157,0,2,2
110,MEM,DET,1,0,157,157,0,5,-2
110,MEM,DET,0,1,157,157,1,2,2
110,MEM,DET,1,0,155,137,0,3,-4
110,MEM,DET,0,1,137,137,0,5,4
110,MEM,DET,0,1,135,130,0,5,3
110,MEM,DET,0,1,129,108,1,3,2
110,MEM,DET,1,0,108,96,0,2,-5
110,MEM,DET,1,0,96,94,1,2,-5
110,MEM,DET,0,1,94,72,0,0,3
110,MEM,DET,1,0,72,63,0,3,-3
110,MEM,DET,0,1,51,41,0,3,3
110,MEM,DET,0,1,40,29,0,5,3
110,MEM,DET,0,1,29,9,0,2,2
110,MEM,DET,0,1,8,8,0,2,2
110,MEM,DET,0,1,7,7,0,2,2
110,MEM,DET,1,0,6,1,1,3,-2
110,MEM,DET,0,1,1,1,0,3,-1
111,LAL,MIN,1,0,161,153,0,3,-4
111,LAL,MIN,0,1,152,137,1,2,4
111,LAL,MIN,1,0,137,124,1,3,-6
111,LAL,MIN,1,0,124,101,0,5,-3
111,LAL,MIN,1,0,101,88,0,2,-5
111,LAL,MIN,0,1,87,71,0,2,5
111,LAL,MIN,0,1,69,66,0,3,5
111,LAL,MIN,1,0,65,51,1,3,-5
111,LAL,MIN,0,1,45,40,1,2,2
111,LAL,MIN,1,0,40,35,0,3,-4
111,LAL,MIN,1,0,34,32,1,2,-4
111,LAL,MIN,0,1,32,10,0,2,2
111,LAL,MIN,1,0,9,2,1,2,-2
111,LAL,MIN,0,1,2,0,0,2,0
112,LAL,MIN,0,1,161,141,0,3,2
112,LAL,MIN,0,1,139,117,0,0,2
112,LAL,MIN,1,0,117,103,1,2,-2
112,LAL,MIN,1,0,98,85,0,5,0
112,LAL,MIN,1,0,85,75,1,2,-2
112,LAL,MIN,0,1,75,58,1,2,0
112,LAL,MIN,1,0,58,46,0,3,-2
112,LAL,MIN,0,1,44,33,0,5,2
112,LAL,MIN,0,1,10,10,0,2,1
112,LAL,MIN,0,1,9,9,0,0,1
112,LAL,MIN,1,0,9,4,0,2,-1
112,LAL,MIN,1,0,2,1,0,2,-1
113,ORL,PHX,0,1,165,144,0,2,2
113,ORL,PHX,0,1,141,135,0,5,2
113,ORL,PHX,1,0,135,108,0,0,0
113,ORL,PHX,1,0,108,101,0,5,0
113,ORL,PHX,0,1,101,88,0,5,2
113,ORL,PHX,0,1,88,71,1,2,2
113,ORL,PHX,1,0,71,54,0,2,-2
113,ORL,PHX,1,0,52,52,0,2,-2
113,ORL,PHX,0,1,50,29,0,3,2
113,ORL,PHX,1,0,28,26,0,0,-2
113,ORL,PHX,1,0,26,17,0,5,-2
113,ORL,PHX,1,0,16,6,0,3,-3
113,ORL,PHX,1,0,3,0,0,3,-3
114,SAS,TOR,0,1,167,151,0,0,3
114,SAS,TOR,1,0,151,134,0,3,-3
114,SAS,TOR,0,1,133,110,1,2,3
114,SAS,TOR,0,1,110,102,0,5,5
114,SAS,TOR,0,1,102,82,1,2,3
114,SAS,TOR,1,0,82,64,0,0,-5
114,SAS,TOR,0,1,64,49,0,0,5
114,SAS,TOR,1,0,49,38,0,2,-5
114,SAS,TOR,1,0,37,35,0,2,-5
114,SAS,TOR,1,0,34,31,0,3,-5
114,SAS,TOR,1,0,31,29,1,2,-5
114,SAS,TOR,0,1,29,9,0,2,3
114,SAS,TOR,1,0,8,5,0,5,-3
115,LAC,CHI,1,0,172,148,0,5,-3
115,LAC,CHI,1,0,148,128,0,0,-6
115,LAC,CHI,1,0,128,128,0,5,-6
115,LAC,CHI,0,1,112,108,0,3,6
115,LAC,CHI,1,0,107,104,1,2,-6
115,LAC,CHI,0,1,104,87,0,0,4
115,LAC,CHI,1,0,87,84,0,5,-4
115,LAC,CHI,1,0,84,84,0,0,-4
115,LAC,CHI,0,1,84,63,0,0,4
115,LAC,CHI,1,0,63,59,0,2,-4
115,LAC,CHI,0,1,59,45,1,2,4
115,LAC,CHI,1,0,45,39,0,2,-6
115,LAC,CHI,1,0,38,38,0,2,-6
115,LAC,CHI,1,0,36,30,1,3,-6
115,LAC,CHI,0,1,30,7,0,2,3
115,LAC,CHI,1,0,6,1,0,3,-3
116,NYK,SAC,1,0,177,158,0,2,-5
116,NYK,SAC,1,0,157,157,0,2,-5
116,NYK,SAC,1,0,156,156,0,5,-5
116,NYK,SAC,0,1,156,148,0,2,5
116,NYK,SAC,0,1,147,147,0,2,5
116,NYK,SAC,0,1,145,145,1,2,5
116,NYK,SAC,1,0,145,117,1,2,-7
116,NYK,SAC,0,1,117,100,0,2,5
116,NYK,SAC,1,0,100,89,0,3,-5
116,NYK,SAC,0,1,88,71,0,2,5
116,NYK,SAC,1,0,70,62,1,3,-5
116,NYK,SAC,0,1,62,41,0,0,2
116,NYK,SAC,1,0,41,30,0,3,-2
116,NYK,SAC,1,0,30,25,0,5,-2
116,NYK,SAC,1,0,25,17,0,3,-4
116,NYK,SAC,0,1,16,16,0,5,4
116,NYK,SAC,1,0,16,16,0,5,-2
116,NYK,SAC,1,0,16,9,1,2,-4
116,NYK,SAC,0,1,9,6,0,0,2
116,NYK,SAC,1,0,5,0,0,3,-2
117,GSW,BOS,0,1,180,165,0,2,3
117,GSW,BOS,1,0,164,151,0,3,-3
117,GSW,BOS,1,0,149,148,0,2,-3
117,GSW,BOS,0,1,147,127,1,2,3
117,GSW,BOS,1,0,127,108,0,2,-5
117,GSW,BOS,1,0,107,106,1,2,-5
117,GSW,BOS,0,1,106,85,0,2,3
117,GSW,BOS,0,1,84,77,0,5,3
117,GSW,BOS,0,1,77,64,0,2,1
117,GSW,BOS,1,0,63,47,1,3,-1
117,GSW,BOS,0,1,47,41,1,2,-2
117,GSW,BOS,1,0,41,24,0,2,0
117,GSW,BOS,0,1,23,3,0,3,0
117,GSW,BOS,1,0,1,1,0,0,0
117,GSW,BOS,0,1,1,0,0,2,0
118,GSW,BOS,1,0,160,140,0,2,3
118,GSW,BOS,0,1,139,131,0,2,-3
118,GSW,BOS,1,0,130,125,0,2,3
118,GSW,BOS,0,1,124,116,0,3,-3
118,GSW,BOS,1,0,115,101,0,3,3
118,GSW,BOS,0,1,100,95,0,0,-3
118,GSW,BOS,1,0,95,76,0,3,3
118,GSW,BOS,0,1,75,64,1,3,-3
118,GSW,BOS,1,0,64,54,1,2,0
118,GSW,BOS,0,1,54,42,1,2,-2
118,GSW,BOS,1,0,42,24,0,3,0
118,GSW,BOS,0,1,24,2,0,2,0
118,GSW,BOS,1,0,1,1,0,2,0
119,GSW,BOS,1,0,176,173,1,2,-1
119,GSW,BOS,0,1,163,150,0,3,-1
119,GSW,BOS,1,0,149,136,0,0,1
119,GSW,BOS,0,1,136,124,0,0,-1
119,GSW,BOS,1,0,120,110,1,2,1
119,GSW,BOS,0,1,110,86,0,3,-3
119,GSW,BOS,0,1,85,85,0,0,-3
119,GSW,BOS,1,0,85,75,0,0,3
119,GSW,BOS,0,1,75,72,1,2,-3
119,GSW,BOS,1,0,72,52,1,2,1
119,GSW,BOS,0,1,52,44,1,2,-3
119,GSW,BOS,0,1,44,26,0,5,-1
119,GSW,BOS,1,0,26,21,0,2,1
119,GSW,BOS,0,1,20,18,0,5,-1
119,GSW,BOS,0,1,18,14,1,2,-3
119,GSW,BOS,0,1,14,13,0,5,-1
119,GSW,BOS,0,1,13,7,0,2,-3
119,GSW,BOS,0,1,5,5,0,5,-3
119,GSW,BOS,0,1,5,2,0,0,-5
120,MIN,DEN,1,0,167,167,0,2,1
120,MIN,DEN,0,1,165,156,0,2,-1
120,MIN,DEN,1,0,152,145,0,3,1
120,MIN,DEN,0,1,144,126,1,2,-1
120,MIN,DEN,1,0,126,110,1,2,-1
120,MIN,DEN,0,1,110,97,1,2,-1
120,MIN,DEN,1,0,97,82,0,2,-1
120,MIN,DEN,1,0,82,66,0,5,-1
120,MIN,DEN,1,0,66,57,0,5,-1
120,MIN,DEN,0,1,53,53,0,0,1
120,MIN,DEN,1,0,53,50,0,5,-1
120,MIN,DEN,1,0,50,43,0,5,1
120,MIN,DEN,0,1,43,36,0,5,0
120,MIN,DEN,1,0,36,29,0,5,1
120,MIN,DEN,0,1,29,23,0,5,1
120,MIN,DEN,0,1,22,1,0,3,0
121,MIN,DEN,1,0,170,167,0,5,-2
121,MIN,DEN,0,1,167,149,1,2,0
121,MIN,DEN,1,0,149,127,0,0,-2
121,MIN,DEN,0,1,127,113,0,3,2
121,MIN,DEN,1,0,107,96,1,2,-2
121,MIN,DEN,0,1,96,85,1,3,0
121,MIN,DEN,1,0,85,73,1,2,-3
121,MIN,DEN,0,1,73,54,0,3,1
121,MIN,DEN,1,0,43,37,0,2,-1
121,MIN,DEN,1,0,36,20,0,5,-1
121,MIN,DEN,0,1,20,7,1,2,1
121,MIN,DEN,1,0,7,4,0,3,-3
121,MIN,DEN,1,0,3,3,0,5,-3
121,MIN,DEN,1,0,3,0,1,2,-5
122,WAS,NOP,0,1,177,155,1,3,-3
122,WAS,NOP,1,0,155,143,0,2,0
122,WAS,NOP,0,1,142,128,0,3,0
122,WAS,NOP,1,0,127,116,0,2,0
122,WAS,NOP,1,0,115,107,0,5,0
122,WAS,NOP,1,0,106,85,0,2,-1
122,WAS,NOP,0,1,84,68,0,2,1
122,WAS,NOP,1,0,67,55,0,3,-1
122,WAS,NOP,0,1,44,34,0,2,1
122,WAS,NOP,1,0,32,23,0,2,-1
122,WAS,NOP,1,0,20,18,0,5,-1
122,WAS,NOP,1,0,18,11,1,2,-3
122,WAS,NOP,0,1,11,7,0,0,1
122,WAS,NOP,1,0,6,6,0,0,-1
122,WAS,NOP,1,0,6,6,0,0,-1
122,WAS,NOP,1,0,6,5,0,5,-1
122,WAS,NOP,1,0,5,0,0,2,-2
123,OKC,UTA,0,1,172,164,1,2,-5
123,OKC,UTA,1,0,162,144,0,2,3
123,OKC,UTA,0,1,143,123,0,2,-3
123,OKC,UTA,0,1,122,122,1,2,-3
123,OKC,UTA,1,0,122,107,0,2,1
123,OKC,UTA,1,0,105,93,0,0,1
123,OKC,UTA,0,1,93,86,0,3,-1
123,OKC,UTA,1,0,84,84,0,5,1
123,OKC,UTA,1,0,84,66,1,3,0
123,OKC,UTA,0,1,66,56,0,3,-3
123,OKC,UTA,1,0,54,35,0,2,3
123,OKC,UTA,1,0,33,12,1,2,3
123,OKC,UTA,0,1,12,4,1,3,-5
123,OKC,UTA,0,1,4,3,0,5,-2
123,OKC,UTA,0,1,3,2,0,5,-2
123,OKC,UTA,0,1,2,1,0,3,-4
124,LAC,BKN,1,0,171,149,1,2,2
124,LAC,BKN,0,1,149,129,0,2,-4
124,LAC,BKN,1,0,128,115,0,3,4
124,LAC,BKN,1,0,114,95,0,5,4
124,LAC,BKN,1,0,95,80,1,2,2
124,LAC,BKN,0,1,80,69,0,2,-4
124,LAC,BKN,1,0,68,49,1,2,4
124,LAC,BKN,0,1,49,47,1,3,-6
124,LAC,BKN,1,0,47,29,1,2,3
124,LAC,BKN,0,1,29,24,0,3,-5
124,LAC,BKN,0,1,23,18,0,2,-5
124,LAC,BKN,0,1,17,16,0,2,-5
124,LAC,BKN,0,1,16,15,1,2,-5
124,LAC,BKN,0,1,15,15,0,5,-3
124,LAC,BKN,0,1,15,9,0,3,-5
125,NOP,CHI,1,0,162,140,0,0,-1
125,NOP,CHI,0,1,140,125,1,2,1
125,NOP,CHI,1,0,125,108,1,2,-3
125,NOP,CHI,0,1,108,108,0,5,1
125,NOP,CHI,1,0,108,87,0,5,0
125,NOP,CHI,0,1,87,73,0,2,0
125,NOP,CHI,0,1,73,73,0,0,0
125,NOP,CHI,1,0,73,58,0,2,0
125,NOP,CHI,0,1,57,40,1,2,0
125,NOP,CHI,1,0,40,31,0,3,-2
125,NOP,CHI,0,1,30,12,1,2,2
125,NOP,CHI,1,0,12,2,0,3,-4
126,BOS,CHA,1,0,174,172,1,2,-1
126,BOS,CHA,0,1,172,145,0,3,-1
126,BOS,CHA,0,1,144,141,0,3,-1
126,BOS,CHA,0,1,140,129,0,5,-1
126,BOS,CHA,1,0,129,124,1,2,1
126,BOS,CHA,0,1,124,102,1,2,-3
126,BOS,CHA,1,0,102,89,0,3,1
126,BOS,CHA,0,1,87,69,0,2,-1
126,BOS,CHA,1,0,67,61,0,2,1
126,BOS,CHA,0,1,61,61,0,5,-1
126,BOS,CHA,0,1,61,49,0,3,-3
126,BOS,CHA,0,1,47,43,0,3,-3
126,BOS,CHA,1,0,30,23,0,2,3
126,BOS,CHA,0,1,21,14,1,2,-3
126,BOS,CHA,0,1,14,7,0,5,-1
126,BOS,CHA,0,1,7,4,0,3,-3
126,BOS,CHA,0,1,4,2,0,5,-3
126,BOS,CHA,1,0,2,2,1,2,3
127,WAS,DAL,0,1,172,158,1,3,-13
127,WAS,DAL,0,1,158,153,0,5,-10
127,WAS,DAL,0,1,153,152,0,5,-10
127,WAS,DAL,0,1,152,151,0,5,-10
127,WAS,DAL,0,1,151,144,0,2,-12
127,WAS,DAL,0,1,143,141,0,5,-12
127,WAS,DAL,0,1,141,129,1,2,-14
127,WAS,DAL,1,0,129,108,0,3,12
127,WAS,DAL,0,1,107,100,1,2,-12
127,WAS,DAL,1,0,100,86,0,2,10
127,WAS,DAL,0,1,85,77,1,3,-10
127,WAS,DAL,1,0,77,56,0,3,7
127,WAS,DAL,0,1,55,45,0,3,-7
127,WAS,DAL,1,0,44,44,0,5,7
127,WAS,DAL,1,0,44,36,0,0,5
127,WAS,DAL,0,1,36,32,1,2,-5
127,WAS,DAL,1,0,32,8,0,3,3
127,WAS,DAL,1,0,7,4,0,5,3
127,WAS,DAL,0,1,4,4,0,5,-1
127,WAS,DAL,0,1,4,1,0,3,-3
128,NYK,POR,1,0,169,154,0,5,6
128,NYK,POR,1,0,154,132,0,3,4
128,NYK,POR,1,0,131,129,1,2,4
128,NYK,POR,0,1,129,114,1,2,-6
128,NYK,POR,1,0,114,98,0,3,4
128,NYK,POR,0,1,97,90,1,2,-4
128,NYK,POR,1,0,90,70,0,0,2
128,NYK,POR,0,1,70,52,0,2,-2
128,NYK,POR,0,1,51,43,0,2,-2
128,NYK,POR,0,1,43,30,0,5,-2
128,NYK,POR,0,1,30,25,1,2,-4
128,NYK,POR,0,1,25,19,0,5,-2
128,NYK,POR,0,1,19,18,0,2,-4
128,NYK,POR,1,0,16,16,0,0,4
128,NYK,POR,0,1,16,9,0,2,-4
128,NYK,POR,0,1,9,7,1,2,-4
128,NYK,POR,0,1,7,7,0,5,-2
128,NYK,POR,1,0,7,2,0,5,4
128,NYK,POR,0,1,0,0,0,3,-2
129,MEM,MIA,0,1,173,154,1,2,-8
129,MEM,MIA,1,0,154,140,0,3,6
129,MEM,MIA,0,1,137,128,0,2,-6
129,MEM,MIA,1,0,125,121,0,2,6
129,MEM,MIA,0,1,118,115,0,0,-6
129,MEM,MIA,1,0,115,101,0,2,6
129,MEM,MIA,1,0,100,91,0,5,6
129,MEM,MIA,1,0,91,72,0,2,3
129,MEM,MIA,0,1,71,60,1,2,-3
129,MEM,MIA,1,0,60,37,0,3,1
129,MEM,MIA,0,1,36,22,1,2,-1
129,MEM,MIA,1,0,22,1,0,0,-1
129,MEM,MIA,1,0,1,1,0,5,-1
129,MEM,MIA,1,0,1,0,0,3,-3
130,UTA,OKC,0,1,168,148,0,5,-4
130,UTA,OKC,0,1,148,133,0,2,-5
130,UTA,OKC,0,1,132,124,0,2,-5
130,UTA,OKC,1,0,124,104,0,2,5
130,UTA,OKC,0,1,104,89,1,2,-5
130,UTA,OKC,1,0,89,68,0,2,3
130,UTA,OKC,0,1,66,50,1,3,-3
130,UTA,OKC,1,0,50,46,1,2,0
130,UTA,OKC,0,1,46,27,0,2,-2
130,UTA,OKC,0,1,26,24,0,2,-2
130,UTA,OKC,0,1,21,15,1,2,-2
130,UTA,OKC,1,0,15,1,0,0,0
130,UTA,OKC,0,1,1,0,0,2,0
131,LAC,DET,1,0,166,150,0,3,-6
131,LAC,DET,0,1,130,123,0,2,6
131,LAC,DET,1,0,121,111,0,3,-6
131,LAC,DET,1,0,111,103,1,3,-6
131,LAC,DET,0,1,103,93,1,2,3
131,LAC,DET,1,0,93,85,1,2,-5
131,LAC,DET,0,1,85,85,0,5,3
131,LAC,DET,1,0,85,72,0,5,-2
