GameIndex,AwayTeam,HomeTeam,AwayPlay,HomePlay,PlayStartTime,PlayEndTime,Make,PlayType,ScoreDifference
1,CLE,CHI,0,1,178,162,1,2,6
1,CLE,CHI,1,0,162,144,0,2,-8
1,CLE,CHI,1,0,144,141,1,2,-8
1,CLE,CHI,0,1,141,118,0,3,6
1,CLE,CHI,1,0,117,111,0,3,-6
1,CLE,CHI,1,0,110,109,0,0,-6
1,CLE,CHI,1,0,109,98,0,5,-6
1,CLE,CHI,0,1,98,98,0,5,8
1,CLE,CHI,1,0,98,91,0,2,-8
1,CLE,CHI,0,1,88,88,0,5,8
1,CLE,CHI,0,1,88,75,1,2,6
1,CLE,CHI,1,0,75,62,1,3,-8
1,CLE,CHI,0,1,62,44,0,2,5
1,CLE,CHI,1,0,43,33,1,3,-5
1,CLE,CHI,0,1,33,10,0,2,2
1,CLE,CHI,1,0,10,4,0,2,-2
1,CLE,CHI,1,0,4,2,0,0,-2
2,UTA,DET,0,1,177,158,0,5,6
2,UTA,DET,0,1,158,132,0,2,5
2,UTA,DET,0,1,130,130,0,0,5
2,UTA,DET,1,0,130,118,1,2,-5
2,UTA,DET,0,1,118,102,0,0,3
2,UTA,DET,1,0,102,81,1,2,-3
2,UTA,DET,0,1,81,64,0,2,1
2,UTA,DET,1,0,62,53,0,2,-1
2,UTA,DET,0,1,52,42,0,0,1
2,UTA,DET,1,0,42,23,1,2,-1
2,UTA,DET,0,1,23,17,1,2,-1
2,UTA,DET,1,0,17,9,0,2,-1
2,UTA,DET,1,0,9,9,0,5,-1
2,UTA,DET,1,0,9,5,0,3,-3
2,UTA,DET,1,0,5,5,0,5,-3
2,UTA,DET,1,0,5,1,0,3,-5
3,MIN,LAL,0,1,172,162,0,5,-4
3,MIN,LAL,0,1,162,153,0,0,-6
3,MIN,LAL,1,0,153,133,1,3,6
3,MIN,LAL,1,0,133,122,0,5,9
3,MIN,LAL,1,0,122,118,0,0,6
3,MIN,LAL,0,1,118,111,0,3,-6
3,MIN,LAL,0,1,111,108,0,3,-6
3,MIN,LAL,0,1,107,101,0,5,-6
3,MIN,LAL,0,1,99,91,1,2,-7
3,MIN,LAL,1,0,91,69,0,2,5
3,MIN,LAL,1,0,69,60,0,5,5
3,MIN,LAL,1,0,60,43,0,2,4
3,MIN,LAL,0,1,41,32,0,3,-4
3,MIN,LAL,0,1,32,32,1,3,-4
3,MIN,LAL,1,0,32,9,0,2,1
3,MIN,LAL,0,1,4,1,0,2,-1
4,WAS,ORL,0,1,167,161,0,2,-2
4,WAS,ORL,0,1,157,157,1,2,-2
4,WAS,ORL,1,0,157,152,0,2,0
4,WAS,ORL,0,1,146,139,1,3,0
4,WAS,ORL,1,0,139,127,0,3,-3
4,WAS,ORL,0,1,125,120,1,2,3
4,WAS,ORL,0,1,120,100,0,5,5
4,WAS,ORL,0,1,100,89,0,5,5
4,WAS,ORL,0,1,89,75,0,2,3
4,WAS,ORL,1,0,74,66,0,3,-3
4,WAS,ORL,0,1,64,60,0,2,3
4,WAS,ORL,1,0,57,51,0,3,-3
4,WAS,ORL,1,0,50,50,1,2,-3
4,WAS,ORL,0,1,50,38,0,0,1
4,WAS,ORL,1,0,38,34,0,3,-1
4,WAS,ORL,0,1,33,21,0,2,1
4,WAS,ORL,1,0,20,13,1,2,-1
4,WAS,ORL,1,0,13,10,0,5,1
4,WAS,ORL,0,1,10,4,0,2,-1
4,WAS,ORL,0,1,4,0,0,2,-1
5,CHA,ATL,0,1,136,131,1,2,3
5,CHA,ATL,1,0,131,110,0,2,-5
5,CHA,ATL,0,1,109,89,0,2,5
5,CHA,ATL,0,1,88,82,0,5,5
5,CHA,ATL,0,1,82,82,0,0,5
5,CHA,ATL,1,0,82,67,0,2,-5
5,CHA,ATL,1,0,65,60,1,3,-5
5,CHA,ATL,1,0,60,50,0,5,-2
5,CHA,ATL,0,1,50,37,0,2,2
5,CHA,ATL,0,1,36,36,1,2,2
5,CHA,ATL,1,0,36,28,0,2,-4
5,CHA,ATL,1,0,26,20,0,2,-4
5,CHA,ATL,1,0,20,20,0,2,-4
5,CHA,ATL,1,0,18,18,1,2,-4
5,CHA,ATL,1,0,18,15,0,5,-2
5,CHA,ATL,1,0,15,14,0,0,-4
5,CHA,ATL,1,0,14,14,0,5,-4
5,CHA,ATL,1,0,13,5,0,2,-5
5,CHA,ATL,1,0,4,4,1,2,-5
5,CHA,ATL,0,1,4,2,0,0,3
5,CHA,ATL,1,0,2,0,0,3,-3
6,CHI,DET,0,1,172,160,1,2,-2
6,CHI,DET,1,0,160,140,0,0,0
6,CHI,DET,0,1,140,132,0,0,0
6,CHI,DET,1,0,132,107,0,2,0
6,CHI,DET,0,1,107,106,0,2,0
6,CHI,DET,0,1,103,100,1,2,0
6,CHI,DET,1,0,100,86,1,2,-2
6,CHI,DET,0,1,86,63,0,3,0
6,CHI,DET,0,1,62,62,0,0,0
6,CHI,DET,1,0,62,38,0,0,0
6,CHI,DET,0,1,38,24,0,2,0
6,CHI,DET,1,0,23,2,0,2,0
7,CHI,DET,0,1,166,166,0,5,7
7,CHI,DET,0,1,166,153,0,2,5
7,CHI,DET,1,0,153,153,0,5,-5
7,CHI,DET,1,0,152,141,0,0,-5
7,CHI,DET,0,1,141,121,0,0,5
7,CHI,DET,1,0,121,110,0,2,-5
7,CHI,DET,0,1,110,97,0,2,5
7,CHI,DET,0,1,97,95,1,2,5
7,CHI,DET,1,0,95,90,1,2,-7
7,CHI,DET,0,1,90,72,0,2,5
7,CHI,DET,1,0,72,72,0,0,-5
7,CHI,DET,1,0,72,56,0,3,-5
7,CHI,DET,1,0,56,44,0,5,-5
7,CHI,DET,1,0,44,41,0,3,-6
7,CHI,DET,1,0,40,35,0,5,-6
7,CHI,DET,1,0,35,25,1,3,-4
7,CHI,DET,1,0,25,24,0,5,-4
7,CHI,DET,1,0,24,11,1,2,-4
7,CHI,DET,1,0,11,10,0,5,-4
7,CHI,DET,0,1,8,6,0,5,4
7,CHI,DET,1,0,6,3,0,3,-4
8,OKC,ORL,0,1,179,163,0,2,8
8,OKC,ORL,1,0,162,149,1,2,-8
8,OKC,ORL,0,1,149,126,0,3,6
8,OKC,ORL,1,0,125,115,1,2,-6
8,OKC,ORL,0,1,115,115,0,5,4
8,OKC,ORL,0,1,114,100,0,2,4
8,OKC,ORL,0,1,98,94,0,5,4
8,OKC,ORL,0,1,94,83,1,2,2
8,OKC,ORL,1,0,83,69,1,3,-4
8,OKC,ORL,0,1,69,58,0,2,1
8,OKC,ORL,1,0,56,43,0,3,-1
8,OKC,ORL,1,0,42,21,0,5,-1
8,OKC,ORL,1,0,21,17,1,2,-3
8,OKC,ORL,1,0,17,16,0,5,-1
8,OKC,ORL,1,0,16,14,1,3,-3
8,OKC,ORL,0,1,14,4,1,3,0
8,OKC,ORL,1,0,4,1,1,3,-3
9,OKC,ORL,0,1,174,167,0,0,-5
9,OKC,ORL,1,0,167,164,0,0,5
9,OKC,ORL,0,1,164,150,0,3,-5
9,OKC,ORL,1,0,141,126,0,3,5
9,OKC,ORL,0,1,125,118,0,2,-5
9,OKC,ORL,1,0,116,100,0,2,5
9,OKC,ORL,1,0,99,98,0,5,5
9,OKC,ORL,1,0,98,82,0,2,3
9,OKC,ORL,1,0,81,78,0,5,3
9,OKC,ORL,1,0,78,63,0,2,1
9,OKC,ORL,1,0,61,61,0,2,1
9,OKC,ORL,1,0,60,41,0,3,1
9,OKC,ORL,0,1,39,32,0,2,-1
9,OKC,ORL,1,0,20,8,1,2,1
9,OKC,ORL,0,1,8,0,1,3,-3
10,OKC,ORL,1,0,175,158,1,2,3
10,OKC,ORL,0,1,158,139,0,2,-5
10,OKC,ORL,1,0,137,122,0,3,5
10,OKC,ORL,0,1,121,114,1,2,-5
10,OKC,ORL,1,0,114,95,1,2,3
10,OKC,ORL,0,1,95,85,0,5,-5
10,OKC,ORL,0,1,85,85,0,0,-5
10,OKC,ORL,1,0,85,69,0,2,5
10,OKC,ORL,0,1,68,61,0,2,-5
10,OKC,ORL,1,0,60,43,0,2,5
10,OKC,ORL,0,1,41,36,1,3,-5
10,OKC,ORL,1,0,29,16,0,2,2
10,OKC,ORL,0,1,13,10,0,5,-2
10,OKC,ORL,0,1,10,9,0,5,-2
10,OKC,ORL,1,0,9,7,0,5,4
10,OKC,ORL,0,1,7,6,0,5,-2
10,OKC,ORL,0,1,6,3,0,3,-3
10,OKC,ORL,0,1,3,2,0,3,-3
11,WAS,MIL,0,1,172,157,1,2,-3
11,WAS,MIL,1,0,157,142,1,3,1
11,WAS,MIL,0,1,142,125,0,3,-4
11,WAS,MIL,1,0,124,120,1,3,4
11,WAS,MIL,0,1,120,112,1,2,-7
11,WAS,MIL,1,0,112,88,1,3,5
11,WAS,MIL,0,1,88,78,1,2,-8
11,WAS,MIL,1,0,78,54,0,0,6
11,WAS,MIL,0,1,54,47,0,3,-6
11,WAS,MIL,1,0,47,47,0,5,6
11,WAS,MIL,0,1,47,24,0,5,-5
11,WAS,MIL,0,1,24,20,0,3,-6
11,WAS,MIL,0,1,19,19,0,5,-6
11,WAS,MIL,0,1,19,12,1,3,-7
11,WAS,MIL,1,0,12,12,0,5,4
11,WAS,MIL,0,1,12,10,0,5,-3
11,WAS,MIL,0,1,10,4,0,2,-5
12,SAC,LAC,1,0,173,166,0,5,-5
12,SAC,LAC,1,0,166,139,1,3,-6
12,SAC,LAC,1,0,139,133,0,5,-3
12,SAC,LAC,1,0,133,112,0,2,-4
12,SAC,LAC,1,0,112,109,0,2,-4
12,SAC,LAC,1,0,109,106,1,2,-4
12,SAC,LAC,1,0,106,106,0,5,-2
12,SAC,LAC,0,1,106,106,0,5,2
12,SAC,LAC,1,0,106,96,0,5,-3
12,SAC,LAC,1,0,96,84,0,0,-5
12,SAC,LAC,0,1,84,74,0,0,5
12,SAC,LAC,1,0,74,71,1,2,-5
12,SAC,LAC,0,1,71,47,0,2,3
12,SAC,LAC,1,0,45,38,0,3,-3
12,SAC,LAC,1,0,37,18,0,5,-3
12,SAC,LAC,1,0,18,16,1,2,-5
12,SAC,LAC,1,0,16,9,0,5,-3
12,SAC,LAC,1,0,9,3,0,2,-5
12,SAC,LAC,1,0,2,1,0,2,-5
13,ORL,CHI,1,0,171,154,0,3,-4
13,ORL,CHI,0,1,153,142,0,3,4
13,ORL,CHI,1,0,141,137,0,0,-4
13,ORL,CHI,0,1,137,124,0,3,4
13,ORL,CHI,0,1,123,116,0,2,4
13,ORL,CHI,0,1,115,115,0,2,4
13,ORL,CHI,1,0,114,114,0,0,-4
13,ORL,CHI,1,0,114,114,0,5,-4
13,ORL,CHI,0,1,114,99,0,2,4
13,ORL,CHI,1,0,99,89,0,2,-4
13,ORL,CHI,1,0,89,89,0,5,-4
13,ORL,CHI,1,0,89,80,0,2,-6
13,ORL,CHI,0,1,79,65,0,0,6
13,ORL,CHI,1,0,65,54,0,2,-6
13,ORL,CHI,0,1,53,37,0,2,6
13,ORL,CHI,0,1,36,23,0,2,6
13,ORL,CHI,1,0,21,18,1,3,-6
13,ORL,CHI,1,0,17,15,0,5,-3
13,ORL,CHI,1,0,15,13,1,2,-5
13,ORL,CHI,1,0,12,10,0,5,-3
13,ORL,CHI,1,0,10,5,0,2,-5
13,ORL,CHI,1,0,3,3,0,2,-5
13,ORL,CHI,1,0,2,1,0,3,-5
14,ATL,CHA,0,1,173,164,0,3,-5
14,ATL,CHA,1,0,162,158,0,5,5
14,ATL,CHA,1,0,158,143,0,2,3
14,ATL,CHA,0,1,141,129,1,3,-3
14,ATL,CHA,0,1,129,119,0,5,0
14,ATL,CHA,1,0,119,98,0,5,2
14,ATL,CHA,1,0,98,78,0,2,0
14,ATL,CHA,1,0,77,72,1,3,0
14,ATL,CHA,0,1,72,52,1,3,-3
14,ATL,CHA,1,0,52,41,1,3,0
14,ATL,CHA,0,1,28,20,0,2,-3
14,ATL,CHA,0,1,17,15,0,2,-3
14,ATL,CHA,0,1,15,15,0,5,-3
14,ATL,CHA,0,1,15,12,1,3,-5
14,ATL,CHA,1,0,9,9,0,0,2
14,ATL,CHA,0,1,9,0,0,2,-2
15,OKC,HOU,1,0,158,153,0,5,-4
15,OKC,HOU,0,1,153,136,1,3,4
15,OKC,HOU,0,1,136,121,0,5,7
15,OKC,HOU,1,0,121,105,0,5,-5
15,OKC,HOU,0,1,104,84,0,0,6
15,OKC,HOU,1,0,84,77,0,2,-6
15,OKC,HOU,0,1,76,53,0,3,6
15,OKC,HOU,1,0,52,44,1,3,-6
15,OKC,HOU,0,1,44,21,0,3,3
15,OKC,HOU,1,0,20,14,0,3,-3
15,OKC,HOU,1,0,13,6,0,3,-3
15,OKC,HOU,1,0,6,6,0,5,-3
15,OKC,HOU,1,0,6,3,0,3,-5
15,OKC,HOU,1,0,1,0,0,3,-5
16,POR,MIN,0,1,163,153,0,2,-4
16,POR,MIN,0,1,152,149,0,0,-4
16,POR,MIN,1,0,149,135,0,3,4
16,POR,MIN,1,0,133,129,0,5,4
16,POR,MIN,1,0,129,114,0,3,4
16,POR,MIN,1,0,113,113,1,2,4
16,POR,MIN,1,0,113,104,0,5,6
16,POR,MIN,1,0,104,89,0,0,4
16,POR,MIN,0,1,89,85,1,2,-4
16,POR,MIN,1,0,85,67,0,2,2
16,POR,MIN,0,1,66,59,0,2,-2
16,POR,MIN,0,1,57,54,0,0,-2
16,POR,MIN,1,0,54,31,0,2,2
16,POR,MIN,0,1,28,15,0,2,-2
16,POR,MIN,0,1,12,12,0,5,-2
16,POR,MIN,0,1,10,6,0,0,-3
16,POR,MIN,1,0,6,5,1,2,3
16,POR,MIN,0,1,5,2,0,3,-5
17,LAC,GSW,0,1,171,156,1,2,0
17,LAC,GSW,1,0,156,134,0,2,-2
17,LAC,GSW,1,0,133,124,0,3,-2
17,LAC,GSW,0,1,123,114,0,3,2
17,LAC,GSW,1,0,113,107,1,2,-2
17,LAC,GSW,0,1,107,90,0,3,0
17,LAC,GSW,0,1,90,77,0,5,0
17,LAC,GSW,0,1,77,68,1,3,-1
17,LAC,GSW,1,0,68,54,0,2,-2
17,LAC,GSW,1,0,53,53,0,2,-2
17,LAC,GSW,1,0,53,42,0,5,-2
17,LAC,GSW,1,0,42,20,0,3,-2
17,LAC,GSW,1,0,20,20,0,5,-2
17,LAC,GSW,1,0,20,14,1,2,-4
17,LAC,GSW,1,0,14,13,0,5,-2
17,LAC,GSW,1,0,13,4,0,3,-4
18,ORL,HOU,1,0,174,174,1,2,-1
18,ORL,HOU,0,1,174,170,0,0,-1
18,ORL,HOU,1,0,170,145,0,0,1
18,ORL,HOU,0,1,145,129,0,3,-1
18,ORL,HOU,0,1,128,121,0,3,-1
18,ORL,HOU,0,1,121,121,0,0,-1
18,ORL,HOU,1,0,121,102,0,2,1
18,ORL,HOU,0,1,101,81,1,2,-1
18,ORL,HOU,1,0,81,65,0,2,-1
18,ORL,HOU,1,0,64,48,0,5,-1
18,ORL,HOU,1,0,48,33,0,2,-2
18,ORL,HOU,1,0,32,12,0,5,-2
18,ORL,HOU,0,1,11,6,0,5,2
18,ORL,HOU,0,1,6,1,0,5,2
19,ORL,HOU,0,1,180,160,1,2,2
19,ORL,HOU,1,0,160,160,0,5,-4
19,ORL,HOU,1,0,160,151,1,2,-5
19,ORL,HOU,0,1,151,130,0,2,3
19,ORL,HOU,0,1,129,123,0,3,3
19,ORL,HOU,0,1,122,122,0,5,3
19,ORL,HOU,1,0,122,107,0,2,-3
19,ORL,HOU,0,1,105,97,0,5,3
19,ORL,HOU,1,0,97,88,0,2,-3
19,ORL,HOU,0,1,87,74,0,3,3
19,ORL,HOU,0,1,71,51,0,3,3
19,ORL,HOU,1,0,49,38,0,0,-3
19,ORL,HOU,1,0,38,23,0,5,-3
19,ORL,HOU,0,1,23,8,0,2,3
19,ORL,HOU,1,0,7,3,0,3,-3
19,ORL,HOU,1,0,2,1,0,5,-3
20,BOS,IND,0,1,180,164,1,2,1
20,BOS,IND,1,0,164,153,1,3,-3
20,BOS,IND,0,1,153,133,1,3,0
20,BOS,IND,1,0,133,121,0,3,-3
20,BOS,IND,0,1,120,101,1,2,3
20,BOS,IND,1,0,101,91,1,3,-5
20,BOS,IND,0,1,91,72,0,2,2
20,BOS,IND,1,0,71,65,1,2,-2
20,BOS,IND,0,1,65,49,0,2,0
20,BOS,IND,1,0,48,33,0,2,0
20,BOS,IND,1,0,26,14,0,5,0
20,BOS,IND,1,0,14,2,0,3,-2
21,PHI,MIL,1,0,175,174,0,5,3
21,PHI,MIL,0,1,174,170,1,2,-3
21,PHI,MIL,1,0,170,149,1,2,1
21,PHI,MIL,0,1,149,128,1,2,-3
21,PHI,MIL,1,0,128,108,0,2,1
21,PHI,MIL,0,1,106,89,1,2,-1
21,PHI,MIL,1,0,89,66,0,0,-1
21,PHI,MIL,0,1,66,48,1,3,1
21,PHI,MIL,1,0,48,34,0,3,-4
21,PHI,MIL,0,1,33,13,0,2,4
21,PHI,MIL,1,0,12,3,1,2,-4
21,PHI,MIL,1,0,2,1,0,5,-2
21,PHI,MIL,1,0,1,0,0,3,-4
22,TOR,OKC,1,0,163,144,0,0,-4
22,TOR,OKC,1,0,144,138,0,5,-4
22,TOR,OKC,0,1,138,131,0,5,6
22,TOR,OKC,0,1,131,117,0,3,4
22,TOR,OKC,1,0,117,96,1,2,-4
22,TOR,OKC,0,1,85,77,0,2,2
22,TOR,OKC,0,1,77,77,0,5,2
22,TOR,OKC,0,1,77,59,0,2,0
22,TOR,OKC,1,0,58,47,1,2,0
22,TOR,OKC,0,1,47,38,0,2,-2
22,TOR,OKC,1,0,37,17,0,2,2
22,TOR,OKC,0,1,17,17,0,5,-2
22,TOR,OKC,1,0,17,14,0,5,4
22,TOR,OKC,1,0,12,11,0,0,3
22,TOR,OKC,0,1,11,9,0,5,-3
22,TOR,OKC,0,1,9,7,0,0,-5
23,SAS,WAS,1,0,179,164,0,0,-2
23,SAS,WAS,0,1,164,151,0,3,2
23,SAS,WAS,1,0,150,133,0,0,-2
23,SAS,WAS,0,1,133,119,1,2,2
23,SAS,WAS,1,0,119,97,1,2,-4
23,SAS,WAS,0,1,97,82,0,3,2
23,SAS,WAS,1,0,80,72,1,2,-2
23,SAS,WAS,0,1,72,66,0,3,0
23,SAS,WAS,1,0,63,60,0,0,0
23,SAS,WAS,1,0,60,51,0,5,0
23,SAS,WAS,1,0,50,45,0,2,-1
23,SAS,WAS,1,0,43,28,0,2,-1
23,SAS,WAS,1,0,27,24,0,2,-1
23,SAS,WAS,1,0,22,18,0,5,-1
23,SAS,WAS,1,0,18,8,1,3,-3
23,SAS,WAS,0,1,7,1,1,3,0
23,SAS,WAS,1,0,1,0,0,0,-3
24,MIA,IND,1,0,176,173,1,2,-4
24,MIA,IND,0,1,173,151,0,2,2
24,MIA,IND,1,0,150,138,1,2,-2
24,MIA,IND,0,1,138,102,0,2,0
24,MIA,IND,0,1,101,101,0,2,0
24,MIA,IND,1,0,101,83,0,3,0
24,MIA,IND,1,0,82,64,0,5,0
24,MIA,IND,1,0,64,51,0,2,-2
24,MIA,IND,0,1,50,35,0,3,2
24,MIA,IND,0,1,34,34,1,2,2
24,MIA,IND,1,0,34,33,1,2,-4
24,MIA,IND,0,1,33,9,0,2,2
24,MIA,IND,1,0,8,7,0,5,-2
24,MIA,IND,0,1,7,5,0,5,3
24,MIA,IND,1,0,5,4,0,5,-2
24,MIA,IND,1,0,4,2,0,3,-3
25,TOR,ORL,1,0,173,142,1,2,-3
25,TOR,ORL,0,1,141,122,1,2,1
25,TOR,ORL,0,1,122,111,0,5,3
25,TOR,ORL,1,0,111,101,1,2,-3
25,TOR,ORL,0,1,101,90,0,2,1
25,TOR,ORL,1,0,89,70,0,3,-1
25,TOR,ORL,0,1,69,64,0,3,1
25,TOR,ORL,1,0,63,49,0,0,-1
25,TOR,ORL,1,0,49,31,0,5,-1
25,TOR,ORL,0,1,31,25,0,5,2
25,TOR,ORL,1,0,24,6,0,2,-1
25,TOR,ORL,1,0,5,2,0,5,-1
25,TOR,ORL,1,0,2,2,0,5,-3
26,MIN,CHI,0,1,175,175,0,0,3
26,MIN,CHI,1,0,175,163,0,2,-3
26,MIN,CHI,1,0,161,161,0,2,-3
26,MIN,CHI,1,0,161,159,0,5,-3
26,MIN,CHI,0,1,159,151,0,2,3
26,MIN,CHI,1,0,151,145,1,2,-3
26,MIN,CHI,0,1,145,145,0,5,1
26,MIN,CHI,0,1,143,129,0,2,1
26,MIN,CHI,1,0,128,107,0,2,-1
26,MIN,CHI,1,0,106,92,0,5,-1
26,MIN,CHI,1,0,92,71,0,5,0
26,MIN,CHI,1,0,71,60,1,2,-2
26,MIN,CHI,0,1,56,49,0,2,0
26,MIN,CHI,1,0,48,28,1,2,0
26,MIN,CHI,0,1,27,22,0,2,-2
26,MIN,CHI,0,1,22,22,1,2,-2
26,MIN,CHI,1,0,22,0,0,2,0
27,HOU,LAC,0,1,172,156,1,2,-7
27,HOU,LAC,1,0,156,130,1,2,5
27,HOU,LAC,0,1,130,113,1,2,-7
27,HOU,LAC,1,0,113,86,0,2,5
27,HOU,LAC,1,0,85,64,0,3,5
27,HOU,LAC,1,0,64,64,0,5,5
27,HOU,LAC,1,0,64,49,0,5,3
27,HOU,LAC,1,0,49,49,0,0,3
27,HOU,LAC,0,1,49,41,1,3,-3
27,HOU,LAC,0,1,41,33,0,5,0
27,HOU,LAC,0,1,33,18,0,2,-2
27,HOU,LAC,0,1,17,17,0,2,-2
27,HOU,LAC,0,1,17,13,0,5,-2
27,HOU,LAC,0,1,13,8,0,3,-4
27,HOU,LAC,0,1,7,3,0,3,-4
28,IND,CLE,1,0,175,173,0,2,-2
28,IND,CLE,1,0,170,164,0,5,-2
28,IND,CLE,0,1,162,139,0,3,3
28,IND,CLE,1,0,138,119,0,2,-3
28,IND,CLE,1,0,117,97,0,5,-3
28,IND,CLE,1,0,97,71,0,2,-5
28,IND,CLE,0,1,69,47,0,2,5
28,IND,CLE,0,1,46,44,0,5,5
28,IND,CLE,0,1,44,27,1,2,3
28,IND,CLE,1,0,27,19,1,3,-5
28,IND,CLE,0,1,19,8,1,2,2
28,IND,CLE,1,0,8,7,1,2,-4
28,IND,CLE,1,0,7,5,0,5,-2
28,IND,CLE,1,0,5,2,0,3,-4
28,IND,CLE,1,0,1,0,0,2,-4
29,LAL,NYK,1,0,169,169,0,5,3
29,LAL,NYK,1,0,169,144,0,3,1
29,LAL,NYK,0,1,144,132,0,2,-1
29,LAL,NYK,0,1,131,120,1,3,-1
29,LAL,NYK,1,0,120,102,0,2,-2
29,LAL,NYK,1,0,101,86,0,5,-2
29,LAL,NYK,1,0,86,81,0,2,-4
29,LAL,NYK,1,0,80,79,0,5,-4
29,LAL,NYK,1,0,79,72,0,3,-6
29,LAL,NYK,1,0,68,49,0,5,-6
29,LAL,NYK,1,0,43,40,0,3,-8
29,LAL,NYK,1,0,38,36,0,3,-8
29,LAL,NYK,1,0,33,30,0,3,-8
29,LAL,NYK,1,0,30,27,0,2,-8
29,LAL,NYK,1,0,26,25,1,2,-8
29,LAL,NYK,1,0,25,15,0,5,-6
29,LAL,NYK,1,0,13,6,1,3,-7
30,POR,DEN,1,0,178,153,1,2,-4
30,POR,DEN,0,1,153,133,0,5,2
30,POR,DEN,1,0,133,122,0,2,-3
30,POR,DEN,1,0,122,122,0,5,-3
30,POR,DEN,1,0,122,109,0,5,-3
30,POR,DEN,1,0,109,99,0,0,-5
30,POR,DEN,1,0,99,99,0,5,-5
30,POR,DEN,0,1,99,80,0,2,5
30,POR,DEN,1,0,79,69,1,3,-5
30,POR,DEN,0,1,69,56,1,2,2
30,POR,DEN,0,1,56,51,0,5,4
30,POR,DEN,1,0,51,39,0,5,-2
30,POR,DEN,1,0,39,32,0,3,-4
30,POR,DEN,1,0,30,25,1,2,-4
30,POR,DEN,1,0,25,18,0,5,-2
30,POR,DEN,1,0,18,10,0,2,-4
30,POR,DEN,1,0,8,4,0,3,-4
30,POR,DEN,1,0,2,2,0,2,-4
31,MEM,LAC,0,1,178,167,1,2,-1
31,MEM,LAC,1,0,167,140,0,2,-1
31,MEM,LAC,1,0,140,126,0,5,-1
31,MEM,LAC,0,1,126,113,0,3,1
31,MEM,LAC,1,0,112,99,1,2,-1
31,MEM,LAC,0,1,99,85,0,2,-1
31,MEM,LAC,0,1,85,70,0,5,-1
31,MEM,LAC,0,1,68,55,1,3,-2
31,MEM,LAC,1,0,55,32,0,3,-1
31,MEM,LAC,1,0,31,13,0,5,-1
31,MEM,LAC,0,1,13,8,0,5,4
31,MEM,LAC,1,0,8,8,0,5,-1
31,MEM,LAC,0,1,8,7,0,5,3
31,MEM,LAC,1,0,7,6,0,5,-2
31,MEM,LAC,0,1,6,5,0,5,3
31,MEM,LAC,0,1,4,4,0,5,2
31,MEM,LAC,1,0,2,0,0,5,-1
32,UTA,CLE,0,1,177,167,0,5,6
32,UTA,CLE,1,0,167,160,1,2,-6
32,UTA,CLE,1,0,160,140,0,5,-4
32,UTA,CLE,0,1,140,140,1,2,4
32,UTA,CLE,1,0,140,127,0,0,-7
32,UTA,CLE,0,1,127,120,0,0,7
32,UTA,CLE,1,0,120,116,1,3,-7
32,UTA,CLE,0,1,116,97,0,2,4
32,UTA,CLE,1,0,87,76,0,2,-4
32,UTA,CLE,1,0,74,68,1,2,-4
32,UTA,CLE,0,1,68,50,1,2,2
32,UTA,CLE,1,0,46,33,0,3,-4
32,UTA,CLE,0,1,33,33,0,5,4
32,UTA,CLE,1,0,33,29,0,5,-4
32,UTA,CLE,0,1,29,27,0,5,5
32,UTA,CLE,1,0,27,26,0,5,-3
32,UTA,CLE,1,0,26,19,1,2,-4
32,UTA,CLE,0,1,19,15,1,2,2
32,UTA,CLE,1,0,15,15,0,5,-4
32,UTA,CLE,1,0,15,12,0,3,-5
32,UTA,CLE,0,1,11,10,0,5,5
32,UTA,CLE,1,0,10,8,0,5,-3
32,UTA,CLE,1,0,8,3,1,3,-5
32,UTA,CLE,1,0,3,1,0,5,-2
33,NYK,TOR,1,0,169,158,0,2,3
33,NYK,TOR,1,0,158,142,0,5,3
33,NYK,TOR,1,0,142,122,0,2,1
33,NYK,TOR,1,0,121,120,1,2,1
33,NYK,TOR,0,1,120,101,0,2,-3
33,NYK,TOR,1,0,101,91,1,2,3
33,NYK,TOR,0,1,91,86,0,0,-5
33,NYK,TOR,1,0,86,63,0,2,5
33,NYK,TOR,0,1,63,52,0,2,-5
33,NYK,TOR,0,1,51,51,1,2,-5
33,NYK,TOR,1,0,51,36,0,2,3
33,NYK,TOR,1,0,35,26,0,5,3
33,NYK,TOR,0,1,26,23,0,5,-1
33,NYK,TOR,0,1,23,17,0,5,-1
33,NYK,TOR,1,0,17,11,0,5,3
33,NYK,TOR,0,1,10,6,0,2,-2
33,NYK,TOR,0,1,6,4,0,5,-2
33,NYK,TOR,0,1,4,2,1,3,-4
33,NYK,TOR,0,1,2,2,0,5,-1
33,NYK,TOR,0,1,2,0,0,3,-2
34,NYK,CHA,1,0,150,150,0,2,-2
34,NYK,CHA,1,0,148,145,0,2,-2
34,NYK,CHA,0,1,142,132,0,2,2
34,NYK,CHA,1,0,131,115,0,3,-2
34,NYK,CHA,1,0,111,111,1,2,-2
34,NYK,CHA,0,1,111,87,1,2,0
34,NYK,CHA,1,0,87,73,1,2,-2
34,NYK,CHA,0,1,73,57,0,3,0
34,NYK,CHA,0,1,56,45,0,5,0
34,NYK,CHA,1,0,45,39,0,2,0
34,NYK,CHA,1,0,32,29,0,5,0
34,NYK,CHA,1,0,23,4,0,2,0
34,NYK,CHA,1,0,4,4,0,0,0
34,NYK,CHA,0,1,2,1,1,2,0
35,MIL,DEN,1,0,168,157,0,0,-3
