"GameIndex","AwayTeam","HomeTeam","Win","InitPoss","AwayETM","HomeETM","AwayDETM","HomeDETM","AwayWPstart","HomeWPstart","AwayWPend","HomeWPend","AwayCorrectO","HomeCorrectO","AwayCorrectD","HomeCorrectD","AwayPoss","HomePoss"
114,"SAS","TOR",1,1,0.0694693230312129,0.0360202196711648,0,0.0426166148219316,0.20207912526397,0.79792087473603,0.022737405628362,0.977262594371638,0,0,1,0,6,5
115,"LAC","CHI",1,1,0.107832184312102,0.0192311072336839,0.024165922877891,0.0386771870268494,0.217398275750605,0.782601724249395,0.132062503770555,0.867937496229445,0,0,0,0,8,5
116,"NYK","SAC",1,0,0.120524557908504,0.112900515180729,0,0.0536476951119081,0.155393304642833,0.844606695357167,0.281938741837253,0.718061258162747,0,0,2,0,9,7
117,"GSW","BOS",0,1,0.122543727020325,0.142297252250665,0,0,0.204336504108128,0.795663495891872,0.719579583730271,0.280420416269729,0,0,0,0,7,7
118,"GSW","BOS",0,0,0.0706133478683502,0.0634249730103092,0,0,0.797983752909125,0.202016247090875,0.707534107995523,0.292465892004477,0,0,0,0,7,6
119,"GSW","BOS",-1,0,0.187126045197576,0.20523240531118,0.083093937907433,0,0.457170423455093,0.542829576544907,0.00987885699346192,0.990121143006538,0,0,0,3,6,9
120,"MIN","DEN",0,0,0.0498543582006175,0.169845131987686,0,0,0.623383850670596,0.376616149329404,0.605950574358526,0.394049425641474,0,0,0,0,4,5
121,"MIN","DEN",1,1,0.0775345311204179,0.197783261645935,0,0.145559845846559,0.28468506994286,0.71531493005714,4.82029514038914e-05,0.999951797048596,0,0,1,0,6,5
122,"WAS","NOP",1,1,0.247231838720767,0.201134069796515,0,0.0997049007843902,0.727430791512849,0.272569208487151,0.182529549300747,0.817470450699253,0,0,2,0,9,5
123,"OKC","UTA",-1,1,0.0333373812537514,0.10235539340051,0.0326794120235154,0,0.838343849821965,0.161656150178035,0.0309702352949299,0.96902976470507,0,0,0,2,6,7
124,"LAC","BKN",-1,0,0.0219619773827829,0.111743141923514,0,0,0.714330037761191,0.285669962238809,0.0325061177428342,0.967493882257166,0,0,0,1,5,8
125,"NOP","CHI",1,0,0.0999599747872255,0.110266153476055,0,0.043787850414634,0.435109143523399,0.564890856476601,0.0428419924224353,0.957158007577565,0,0,0,0,5,5
126,"BOS","CHA",0,0,0.117945809839747,0.217859912984042,0.0409496717406577,0.00143685195533849,0.449810803855401,0.550189196144599,0.992406031556696,0.00759396844330396,0,0,0,2,6,8
127,"WAS","DAL",-1,1,0.0236599315363753,0.0302283994715504,0.0479772322982202,0.0111619220016158,0.990595332958656,0.00940466704134379,0.125151634770442,0.874848365229558,0,0,0,1,5,8
128,"NYK","POR",-1,1,0.0706890802488622,0.220264355430163,0.0166704248903254,0,0.877690032374729,0.122309967625271,0.299298672524502,0.700701327475498,0,0,0,2,5,9
129,"MEM","MIA",1,1,0.0665963516860356,0.0292723691572917,0.0516351716699688,0,0.945881320266522,0.0541186797334781,0.117629484645615,0.882370515354385,0,0,0,0,7,5
130,"UTA","OKC",0,0,0.0503045927322717,0.0998023929138185,0,0,0.84902107751328,0.15097892248672,0.733000178077654,0.266999821922346,0,0,0,0,4,8
131,"LAC","DET",0,0,0.0628195061632714,0.0299663583647044,0,0,0.118441055478587,0.881558944521413,0.690324195555467,0.309675804444533,0,0,1,0,6,3
132,"LAC","DET",-1,0,0.060609418617169,0.227894351755046,0,0,0.559305271363598,0.440694728636402,0.209672125200771,0.790327874799229,0,0,1,0,4,5
133,"NOP","POR",1,1,0.0733799373353223,0.0502440774931106,0,0.0247738930248401,0.036661483831992,0.963338516168008,0.000231204288187373,0.999768795711813,0,0,2,0,8,3
134,"BOS","DET",1,0,0.12365026196196,0.00325066115715489,0.0526539144855779,0.00960754366501615,0.0884811246157204,0.91151887538428,0.119320491877187,0.880679508122813,0,0,3,0,9,5
135,"MIN","NYK",1,0,0.0764768699519504,0.0151757573400453,0,0,0.0535784692424307,0.946421530757569,0.000571193000319035,0.999428806999681,0,0,4,0,13,4
136,"TOR","CHA",0,1,0.160175724915237,0.0207125549252124,0,0,0.168367710990874,0.831632289009126,0.623780218881196,0.376219781118804,0,0,0,0,8,5
137,"OKC","CLE",1,1,0.0601335315175949,0.0755234539948961,0,0.0183752499111643,0.112988813677958,0.887011186322042,0.00288669713464296,0.997113302865357,0,0,1,0,5,7
138,"DET","CHI",0,1,0.0565225319516302,0.0611114245353408,0,0,0.776459573654448,0.223540426345552,0.707539863863272,0.292460136136728,0,0,0,0,4,5
139,"DET","CHI",0,1,0.0427430639742449,0.239431480158942,0,0,0.6400548378305,0.3599451621695,0.70917884212567,0.29082115787433,0,0,0,2,5,5
140,"DET","CHI",0,0,0.0918855105927397,0.307722065696008,0,0,0.376899590107586,0.623100409892414,0.623405933838601,0.376594066161399,0,0,0,0,5,9
141,"DET","CHI",0,1,0.108657410378459,0.110968717369306,0,0,0.271880116258134,0.728119883741866,0.70917884212567,0.29082115787433,0,0,0,0,7,7
142,"DET","CHI",-1,0,0.0580536941348198,0.0929496556003869,0.0389157340603356,0.0207297996435826,0.895175961652732,0.104824038347268,0.133867562584216,0.866132437415784,0,0,0,3,7,6
143,"SAC","MIN",1,0,0.232161941131989,0.0189915012768781,0,0,0.598588930325628,0.401411069674372,0.0108719531776959,0.989128046822304,0,0,3,1,7,4
144,"NOP","DEN",-1,1,0.000925451301953983,0.120850597922301,0,0,0.749782555001362,0.250217444998638,0.00532587088370906,0.994674129116291,0,0,0,5,2,10
145,"ATL","ORL",-1,0,0.0725944991421277,0.0676356937627444,0.012823875603194,0,0.726426452375696,0.273573547624304,0.928556363130469,0.071443636869531,0,0,0,0,5,6
146,"BKN","CHI",-1,0,0.055738374700657,0.0850788092930599,0.0222523930300653,0,0.851860339756446,0.148139660243554,3.42694641198849e-05,0.99996573053588,0,0,0,3,7,5
147,"OKC","LAC",-1,1,0.282334345328203,0.0982495619641467,0.116231179920537,0,0.444495175042548,0.555504824957452,0.445830883968687,0.554169116031313,0,0,0,1,8,8
148,"LAL","DEN",-1,1,0.0157432731169862,0.0361982483501311,0,0,0.878444949711698,0.121555050288302,1.66690766834066e-06,0.999998333092332,0,0,0,3,4,7
149,"DET","MIA",-1,1,0.0832154942286806,0.0950801152831141,0.0380829950349905,0,0.357684166390814,0.642315833609186,0.462771639958784,0.537228360041216,0,0,0,1,5,6
150,"DAL","TOR",1,0,0.130313332379274,0.120323320423829,0,0.0848299619736935,0.0397900831122866,0.960209916887713,0.00872548135663375,0.991274518643366,0,0,1,0,11,4
151,"DAL","BKN",0,0,0.0646331648429474,0.0558645415178292,0,0,0.79833707917008,0.20166292082992,0.696069775393535,0.303930224606465,0,0,0,1,5,6
152,"DAL","BKN",-1,1,0.0663550818548119,0.130318985185679,0,0,0.550727396533712,0.449272603466288,0.425556516735777,0.574443483264223,0,0,0,0,5,6
153,"SAC","IND",-1,0,0.0238306448742293,0.142815024463576,0.0297962221096307,0,0.722364243849,0.277635756151,0.180574273160159,0.819425726839841,0,0,0,0,3,5
154,"HOU","ORL",1,1,0.104495949130215,0.0730704297904632,0.0658653686296638,0,0.552964260313659,0.447035739686341,0.120640182000864,0.879359817999136,0,0,0,0,5,5
155,"SAS","HOU",1,1,0.138226191194402,0.0117169321504978,0,0.0192564917790464,0.028249099519524,0.971750900480476,0.0333469183840192,0.966653081615981,0,0,0,0,10,4
156,"NOP","MIA",0,1,0.0939268481979057,0.0772917813655977,0,0,0.277956551598927,0.722043448401073,0.675415384774835,0.324584615225165,0,0,0,0,6,6
157,"HOU","NOP",1,1,0.210539049001061,0.0334260251144313,0,0.0411223374253631,0.295393678083849,0.704606321916151,0.25551633196977,0.74448366803023,0,0,0,0,6,4
158,"LAC","UTA",-1,0,0.0519346135528128,0.121600279897792,0,0,0.462665922231175,0.537334077768825,0.0143168807778637,0.985683119222136,0,0,0,3,4,8
159,"POR","SAC",-1,0,0.0369824110042324,0.0693596720450365,0,0,0.72763339149718,0.27236660850282,2.49957033793269e-06,0.999997500429662,0,0,0,3,6,10
